ensg	enst	symbol	chr
ENSG00000092199	ENST00000554455	HNRNPC	14
ENSG00000087076	ENST00000263278	HSD17B14	19
ENSG00000110074	ENST00000263578	FOXRED1	11
ENSG00000273749	ENST00000617928	CYFIP1	15
ENSG00000182035	ENST00000537425	ADIG	20
ENSG00000008517	ENST00000534507	IL32	16
ENSG00000044574	ENST00000324460	HSPA5	9
ENSG00000077514	ENST00000263681	POLD3	11
ENSG00000110619	ENST00000380525	CARS	11
ENSG00000203896	ENST00000309546	LIME1	20
ENSG00000086061	ENST00000330899	DNAJA1	9
ENSG00000243716	ENST00000424340	NPIPB5	16
ENSG00000011347	ENST00000540677	SYT7	11
ENSG00000169302	ENST00000398523	STK32A	5
ENSG00000111731	ENST00000545552	C2CD5	12
ENSG00000099364	ENST00000380310	FBXL19	16
ENSG00000197177	ENST00000392607	ADGRA1	10
ENSG00000034152	ENST00000342679	MAP2K3	17
ENSG00000116213	ENST00000270708	WRAP73	1
ENSG00000088356	ENST00000202017	PDRG1	20
ENSG00000003393	ENST00000264276	ALS2	2
ENSG00000215126	ENST00000377391	CBWD6	9
ENSG00000127054	ENST00000540437	INTS11	1
ENSG00000158077	ENST00000299481	NLRP14	11
ENSG00000134324	ENST00000449576	LPIN1	2
ENSG00000170370	ENST00000553456	EMX2	10
ENSG00000170677	ENST00000397942	SOCS6	18
ENSG00000184166	ENST00000641833	OR1D2	17
ENSG00000094796	ENST00000251645	KRT31	17
ENSG00000197977	ENST00000354666	ELOVL2	6
ENSG00000131737	ENST00000394001	KRT34	17
ENSG00000181904	ENST00000394976	C5orf24	5
ENSG00000167604	ENST00000396901	NFKBID	19
ENSG00000140750	ENST00000289968	ARHGAP17	16
ENSG00000101470	ENST00000372555	TNNC2	20
ENSG00000214941	ENST00000399277	ZSWIM7	17
ENSG00000167323	ENST00000616714	STIM1	11
ENSG00000107859	ENST00000370002	PITX3	10
ENSG00000090674	ENST00000264079	MCOLN1	19
ENSG00000184381	ENST00000332509	PLA2G6	22
ENSG00000109790	ENST00000504108	KLHL5	4
ENSG00000010244	ENST00000394670	ZNF207	17
ENSG00000054796	ENST00000371263	SPO11	20
ENSG00000105254	ENST00000221855	TBCB	19
ENSG00000078295	ENST00000338316	ADCY2	5
ENSG00000118514	ENST00000265605	ALDH8A1	6
ENSG00000183629	ENST00000525590	GOLGA8G	15
ENSG00000107341	ENST00000263228	UBE2R2	9
ENSG00000141068	ENST00000398988	KSR1	17
ENSG00000166478	ENST00000396602	ZNF143	11
ENSG00000091482	ENST00000379494	SMPX	X
ENSG00000068745	ENST00000328631	IP6K2	3
ENSG00000105229	ENST00000262971	PIAS4	19
ENSG00000173930	ENST00000310954	SLCO4C1	5
ENSG00000158270	ENST00000400256	COLEC12	18
ENSG00000182195	ENST00000370526	LDOC1	X
ENSG00000162341	ENST00000294309	TPCN2	11
ENSG00000023516	ENST00000025301	AKAP11	13
ENSG00000166200	ENST00000299259	COPS2	15
ENSG00000165806	ENST00000369321	CASP7	10
ENSG00000105261	ENST00000633214	OVOL3	19
ENSG00000198573	ENST00000358993	SPANXC	X
ENSG00000188996	ENST00000380907	HUS1B	6
ENSG00000160563	ENST00000292035	MED27	9
ENSG00000154040	ENST00000621648	CABYR	18
ENSG00000112685	ENST00000230449	EXOC2	6
ENSG00000168675	ENST00000359446	LDLRAD4	18
ENSG00000183305	ENST00000331220	MAGEA2B	X
ENSG00000247596	ENST00000305533	TWF2	3
ENSG00000203926	ENST00000370518	SPANXA2	X
ENSG00000146453	ENST00000392167	PNLDC1	6
ENSG00000133138	ENST00000357242	TBC1D8B	X
ENSG00000198021	ENST00000370519	SPANXA1	X
ENSG00000269437	ENST00000602195	NXF2B	X
ENSG00000237190	ENST00000458198	CDKN2AIPNL	5
ENSG00000145491	ENST00000503804	ROPN1L	5
ENSG00000134909	ENST00000310343	ARHGAP32	11
ENSG00000106772	ENST00000376718	PRUNE2	9
ENSG00000149480	ENST00000278823	MTA2	11
ENSG00000166004	ENST00000325212	CEP295	11
ENSG00000164327	ENST00000296782	RICTOR	5
ENSG00000239732	ENST00000360658	TLR9	3
ENSG00000213096	ENST00000357002	ZNF254	19
ENSG00000215029	ENST00000453326	TCP11X2	X
ENSG00000086848	ENST00000616540	ALG9	11
ENSG00000117115	ENST00000375486	PADI2	1
ENSG00000214530	ENST00000334805	STARD10	11
ENSG00000169607	ENST00000302450	CKAP2L	2
ENSG00000167508	ENST00000301012	MVD	16
ENSG00000097021	ENST00000377855	ACOT7	1
ENSG00000147223	ENST00000276173	RIPPLY1	X
ENSG00000170777	ENST00000344545	TPD52L3	9
ENSG00000113645	ENST00000521089	WWC1	5
ENSG00000133131	ENST00000355610	MORC4	X
ENSG00000039600	ENST00000265007	SOX30	5
ENSG00000107929	ENST00000612396	LARP4B	10
ENSG00000198930	ENST00000370287	CSAG1	X
ENSG00000144130	ENST00000327581	NT5DC4	2
ENSG00000154845	ENST00000400556	PPP4R1	18
ENSG00000140092	ENST00000342058	FBLN5	14
ENSG00000084674	ENST00000233242	APOB	2
ENSG00000182919	ENST00000331239	C11orf54	11
ENSG00000070718	ENST00000518421	AP3M2	8
ENSG00000132872	ENST00000255224	SYT4	18
ENSG00000170162	ENST00000326274	VGLL2	6
ENSG00000165376	ENST00000541806	CLDN2	X
ENSG00000135636	ENST00000410020	DYSF	2
ENSG00000196358	ENST00000393229	NTNG2	9
ENSG00000068615	ENST00000453231	REEP1	2
ENSG00000188112	ENST00000341865	C6orf132	6
ENSG00000162869	ENST00000294952	PPP1R21	2
ENSG00000132297	ENST00000434736	HHLA1	8
ENSG00000160087	ENST00000400930	UBE2J2	1
ENSG00000156958	ENST00000560031	GALK2	15
ENSG00000119946	ENST00000356713	CNNM1	10
ENSG00000082458	ENST00000374360	DLG3	X
ENSG00000104320	ENST00000265433	NBN	8
ENSG00000148346	ENST00000373017	LCN2	9
ENSG00000108352	ENST00000456989	RAPGEFL1	17
ENSG00000253117	ENST00000254627	OC90	8
ENSG00000147853	ENST00000381809	AK3	9
ENSG00000135069	ENST00000376588	PSAT1	9
ENSG00000205359	ENST00000506729	SLCO6A1	5
ENSG00000180104	ENST00000512944	EXOC3	5
ENSG00000108849	ENST00000591228	PPY	17
ENSG00000204889	ENST00000377755	KRT40	17
ENSG00000171094	ENST00000389048	ALK	2
ENSG00000023734	ENST00000419869	STRAP	12
ENSG00000255561	ENST00000260257	FDXACB1	11
ENSG00000111206	ENST00000342628	FOXM1	12
ENSG00000136856	ENST00000373371	SLC2A8	9
ENSG00000105851	ENST00000359195	PIK3CG	7
ENSG00000224420	ENST00000420022	ADM5	19
ENSG00000140853	ENST00000262510	NLRC5	16
ENSG00000105197	ENST00000544017	TIMM50	19
ENSG00000169169	ENST00000392518	CPT1C	19
ENSG00000132361	ENST00000570628	CLUH	17
ENSG00000137720	ENST00000260276	C11orf1	11
ENSG00000136928	ENST00000259455	GABBR2	9
ENSG00000066230	ENST00000264938	SLC9A3	5
ENSG00000186635	ENST00000393609	ARAP1	11
ENSG00000174885	ENST00000312165	NLRP6	11
ENSG00000166396	ENST00000398019	SERPINB7	18
ENSG00000130234	ENST00000427411	ACE2	X
ENSG00000274391	ENST00000618007	TPTE	21
ENSG00000136950	ENST00000353214	ARPC5L	9
ENSG00000102753	ENST00000261667	KPNA3	13
ENSG00000008130	ENST00000378625	NADK	1
ENSG00000155833	ENST00000374798	CYLC2	9
ENSG00000122507	ENST00000242067	BBS9	7
ENSG00000101911	ENST00000398491	PRPS2	X
ENSG00000256892	ENST00000544824	MTRNR2L7	10
ENSG00000178235	ENST00000377084	SLITRK1	13
ENSG00000105085	ENST00000263390	MED26	19
ENSG00000004478	ENST00000001008	FKBP4	12
ENSG00000104325	ENST00000220764	DECR1	8
ENSG00000183578	ENST00000327536	TNFAIP8L3	15
ENSG00000144355	ENST00000361725	DLX1	2
ENSG00000198105	ENST00000395867	ZNF248	10
ENSG00000127526	ENST00000595753	SLC35E1	19
ENSG00000137869	ENST00000396402	CYP19A1	15
ENSG00000136935	ENST00000373555	GOLGA1	9
ENSG00000058600	ENST00000299853	POLR3E	16
ENSG00000197562	ENST00000535977	RAB40C	16
ENSG00000118412	ENST00000551025	CASP8AP2	6
ENSG00000145623	ENST00000274276	OSMR	5
ENSG00000171792	ENST00000618250	RHNO1	12
ENSG00000263429	ENST00000581851	TMEM238L	17
ENSG00000187824	ENST00000341871	TMEM220	17
ENSG00000136243	ENST00000258742	NUPL2	7
ENSG00000166197	ENST00000405356	NOLC1	10
ENSG00000166012	ENST00000448108	TAF1D	11
ENSG00000137177	ENST00000259711	KIF13A	6
ENSG00000105549	ENST00000342640	THEG	19
ENSG00000085872	ENST00000546361	CHERP	19
ENSG00000147854	ENST00000276893	UHRF2	9
ENSG00000059728	ENST00000264444	MXD1	2
ENSG00000173611	ENST00000373549	SCAI	9
ENSG00000015676	ENST00000355451	NUDCD3	7
ENSG00000213809	ENST00000240618	KLRK1	12
ENSG00000181649	ENST00000314222	PHLDA2	11
ENSG00000088756	ENST00000419673	ARHGAP28	18
ENSG00000204849	ENST00000377647	SPATA31A1	9
ENSG00000197008	ENST00000307355	ZNF138	7
ENSG00000214700	ENST00000429849	C12orf71	12
ENSG00000172985	ENST00000309415	SH3RF3	2
ENSG00000177143	ENST00000327228	CETN1	18
ENSG00000127578	ENST00000319070	WFIKKN1	16
ENSG00000187658	ENST00000409999	C5orf52	5
ENSG00000170222	ENST00000379774	ADPRM	17
ENSG00000197170	ENST00000356126	PSMD12	17
ENSG00000166833	ENST00000396087	NAV2	11
ENSG00000183542	ENST00000309384	KLRC4	12
ENSG00000183654	ENST00000332432	MARCH11	5
ENSG00000035499	ENST00000265036	DEPDC1B	5
ENSG00000081791	ENST00000432126	KIAA0141	5
ENSG00000129988	ENST00000217407	LBP	20
ENSG00000171813	ENST00000305233	PWWP2B	10
ENSG00000189292	ENST00000403610	ALKAL2	2
ENSG00000166341	ENST00000299441	DCHS1	11
ENSG00000233670	ENST00000580256	PIRT	17
ENSG00000124380	ENST00000244227	SNRNP27	2
ENSG00000255819	ENST00000539300	KLRC4-KLRK1	12
ENSG00000038532	ENST00000409790	CLEC16A	16
ENSG00000135723	ENST00000258201	FHOD1	16
ENSG00000136720	ENST00000259241	HS6ST1	2
ENSG00000133028	ENST00000255390	SCO1	17
ENSG00000196247	ENST00000620827	ZNF107	7
ENSG00000197279	ENST00000377325	ZNF165	6
ENSG00000104863	ENST00000221459	LIN7B	19
ENSG00000172059	ENST00000305883	KLF11	2
ENSG00000160951	ENST00000292513	PTGER1	19
ENSG00000140285	ENST00000267843	FGF7	15
ENSG00000071626	ENST00000233078	DAZAP1	19
ENSG00000172717	ENST00000612183	FAM71D	14
ENSG00000173456	ENST00000311413	RNF26	11
ENSG00000166167	ENST00000370187	BTRC	10
ENSG00000164749	ENST00000396423	HNF4G	8
ENSG00000105072	ENST00000221671	C19orf44	19
ENSG00000217555	ENST00000264001	CKLF	16
ENSG00000138073	ENST00000260643	PREB	2
ENSG00000221916	ENST00000408991	C19orf73	19
ENSG00000185507	ENST00000397566	IRF7	11
ENSG00000065989	ENST00000380702	PDE4A	19
ENSG00000110011	ENST00000321460	DNAJC4	11
ENSG00000149091	ENST00000454345	DGKZ	11
ENSG00000115844	ENST00000234198	DLX2	2
ENSG00000167972	ENST00000301732	ABCA3	16
ENSG00000141579	ENST00000269394	ZNF750	17
ENSG00000175711	ENST00000320865	B3GNTL1	17
ENSG00000135740	ENST00000299798	SLC9A5	16
ENSG00000131100	ENST00000253413	ATP6V1E1	22
ENSG00000172543	ENST00000307886	CTSW	11
ENSG00000127920	ENST00000248564	GNG11	7
ENSG00000079101	ENST00000540035	CLUL1	18
ENSG00000104883	ENST00000221480	PEX11G	19
ENSG00000254788	ENST00000616804	CKLF-CMTM1	16
ENSG00000168298	ENST00000304218	HIST1H1E	6
ENSG00000042429	ENST00000251871	MED17	11
ENSG00000126457	ENST00000454376	PRMT1	19
ENSG00000274102	ENST00000614722	OR4M2	15
ENSG00000091656	ENST00000521891	ZFHX4	8
ENSG00000283758	ENST00000640449	PMIS2	19
ENSG00000183706	ENST00000328795	OR4N4	15
ENSG00000149761	ENST00000279206	NUDT22	11
ENSG00000169814	ENST00000437172	BTD	3
ENSG00000269058	ENST00000269881	CALR3	19
ENSG00000089505	ENST00000379500	CMTM1	16
ENSG00000076201	ENST00000265562	PTPN23	3
ENSG00000103160	ENST00000219439	HSDL1	16
ENSG00000198723	ENST00000361664	TEX45	19
ENSG00000161981	ENST00000383018	SNRNP25	16
ENSG00000173567	ENST00000311519	ADGRF3	2
ENSG00000160161	ENST00000291495	CILP2	19
ENSG00000148735	ENST00000369310	PLEKHS1	10
ENSG00000172500	ENST00000338369	FIBP	11
ENSG00000198816	ENST00000597229	ZNF358	19
ENSG00000143994	ENST00000316470	ABHD1	2
ENSG00000161980	ENST00000293860	POLR3K	16
ENSG00000149743	ENST00000394546	TRPT1	11
ENSG00000030304	ENST00000374448	MUSK	9
ENSG00000196406	ENST00000370515	SPANXD	X
ENSG00000102057	ENST00000218176	KCND1	X
ENSG00000145703	ENST00000274364	IQGAP2	5
ENSG00000120659	ENST00000398795	TNFSF11	13
ENSG00000223953	ENST00000528368	C1QTNF5	11
ENSG00000142102	ENST00000409548	PGGHG	11
ENSG00000138018	ENST00000260585	SELENOI	2
ENSG00000164236	ENST00000296657	ANKRD33B	5
ENSG00000131373	ENST00000321169	HACL1	3
ENSG00000176890	ENST00000323274	TYMS	18
ENSG00000235718	ENST00000619721	MFRP	11
ENSG00000249115	ENST00000203166	HAUS5	19
ENSG00000271503	ENST00000603197	CCL5	17
ENSG00000134757	ENST00000257189	DSG3	18
ENSG00000147003	ENST00000380342	CLTRN	X
ENSG00000088325	ENST00000300403	TPX2	20
ENSG00000100151	ENST00000404072	PICK1	22
ENSG00000188493	ENST00000378313	C19orf54	19
ENSG00000105401	ENST00000222005	CDC37	19
ENSG00000125510	ENST00000349451	OPRL1	20
ENSG00000173545	ENST00000308683	ZNF622	5
ENSG00000178951	ENST00000322357	ZBTB7A	19
ENSG00000100523	ENST00000323669	DDHD1	14
ENSG00000100077	ENST00000324198	GRK3	22
ENSG00000277157	ENST00000614247	HIST1H4D	6
ENSG00000277224	ENST00000356530	HIST1H2BF	6
ENSG00000197409	ENST00000356476	HIST1H3D	6
ENSG00000158373	ENST00000289316	HIST1H2BD	6
ENSG00000165509	ENST00000298296	MAGEC3	X
ENSG00000274290	ENST00000634910	HIST1H2BE	6
ENSG00000196866	ENST00000341023	HIST1H2AD	6
ENSG00000077312	ENST00000243563	SNRPA	19
ENSG00000149781	ENST00000279227	FERMT3	11
ENSG00000104722	ENST00000221166	NEFM	8
ENSG00000082126	ENST00000409474	MPP4	2
ENSG00000124786	ENST00000379660	SLC35B3	6
ENSG00000196208	ENST00000381486	GREB1	2
ENSG00000122728	ENST00000242310	TAF1L	9
ENSG00000132199	ENST00000340116	ENOSF1	18
ENSG00000074370	ENST00000359983	ATP2A3	17
ENSG00000171695	ENST00000308906	LKAAEAR1	20
ENSG00000120053	ENST00000370508	GOT1	10
ENSG00000234745	ENST00000412585	HLA-B	6
ENSG00000131096	ENST00000360085	PYY	17
ENSG00000169627	ENST00000305321	BOLA2B	16
ENSG00000011451	ENST00000599686	WIZ	19
ENSG00000165757	ENST00000375377	JCAD	10
ENSG00000212899	ENST00000391586	KRTAP3-3	17
ENSG00000105829	ENST00000222547	BET1	7
ENSG00000113272	ENST00000231198	THG1L	5
ENSG00000132207	ENST00000251303	SLX1A	16
ENSG00000165449	ENST00000395348	SLC16A9	10
ENSG00000160408	ENST00000373142	ST6GALNAC6	9
ENSG00000205531	ENST00000380542	NAP1L4	11
ENSG00000124217	ENST00000244051	MOCS3	20
ENSG00000123815	ENST00000324464	COQ8B	19
ENSG00000113649	ENST00000296702	TCERG1	5
ENSG00000186522	ENST00000356688	SEPT10	2
ENSG00000043143	ENST00000282605	JADE2	5
ENSG00000157111	ENST00000454765	TMEM171	5
ENSG00000165923	ENST00000525123	AGBL2	11
ENSG00000261052	ENST00000395138	SULT1A3	16
ENSG00000169508	ENST00000376414	GPR183	13
ENSG00000100626	ENST00000337827	GALNT16	14
ENSG00000186787	ENST00000333933	SPIN2B	X
ENSG00000129195	ENST00000250056	PIMREG	17
ENSG00000125245	ENST00000340807	GPR18	13
ENSG00000134882	ENST00000403766	UBAC2	13
ENSG00000105855	ENST00000222573	ITGB8	7
ENSG00000054148	ENST00000247665	PHPT1	9
ENSG00000250317	ENST00000506197	SMIM20	4
ENSG00000006634	ENST00000265728	DBF4	7
ENSG00000277586	ENST00000610854	NEFL	8
ENSG00000134574	ENST00000256996	DDB2	11
ENSG00000091490	ENST00000399878	SEL1L3	4
ENSG00000152578	ENST00000282499	GRIA4	11
ENSG00000177943	ENST00000317446	MAMDC4	9
ENSG00000155495	ENST00000285879	MAGEC1	X
ENSG00000142623	ENST00000375471	PADI1	1
ENSG00000072832	ENST00000324989	CRMP1	4
ENSG00000130821	ENST00000253122	SLC6A8	X
ENSG00000227877	ENST00000628562	MRLN	10
ENSG00000105717	ENST00000251203	PBX4	19
ENSG00000181803	ENST00000320704	OR6S1	14
ENSG00000141756	ENST00000321562	FKBP10	17
ENSG00000120158	ENST00000381750	RCL1	9
ENSG00000091622	ENST00000262483	PITPNM3	17
ENSG00000204033	ENST00000538192	LRIT2	10
ENSG00000214274	ENST00000336811	ANG	14
ENSG00000005249	ENST00000265717	PRKAR2B	7
ENSG00000148602	ENST00000372105	LRIT1	10
ENSG00000164325	ENST00000296776	TMEM174	5
ENSG00000232434	ENST00000436881	AJM1	9
ENSG00000133107	ENST00000625583	TRPC4	13
ENSG00000005381	ENST00000225275	MPO	17
ENSG00000258818	ENST00000555835	RNASE4	14
ENSG00000179813	ENST00000537894	FAM216B	13
ENSG00000205795	ENST00000381813	CYS1	2
ENSG00000132950	ENST00000382905	ZMYM5	13
ENSG00000075303	ENST00000341119	SLC25A40	7
ENSG00000044446	ENST00000379942	PHKA2	X
ENSG00000283703	ENST00000638636	VSIG10L2	11
ENSG00000164088	ENST00000409502	PPM1M	3
ENSG00000046774	ENST00000247452	MAGEC2	X
ENSG00000065675	ENST00000263125	PRKCQ	10
ENSG00000064309	ENST00000392693	CDON	11
ENSG00000047936	ENST00000368508	ROS1	6
ENSG00000105538	ENST00000222145	RASIP1	19
ENSG00000130822	ENST00000447676	PNCK	X
ENSG00000081177	ENST00000312994	EXD2	14
ENSG00000197563	ENST00000640252	PIGN	18
ENSG00000086544	ENST00000263370	ITPKC	19
ENSG00000137812	ENST00000346991	KNL1	15
ENSG00000133106	ENST00000313640	EPSTI1	13
ENSG00000023697	ENST00000428559	DERA	12
ENSG00000148604	ENST00000359452	RGR	10
ENSG00000106992	ENST00000223836	AK1	9
ENSG00000108960	ENST00000262065	MMD	17
ENSG00000145868	ENST00000394370	FBXO38	5
ENSG00000184564	ENST00000400286	SLITRK6	13
ENSG00000196664	ENST00000380659	TLR7	X
ENSG00000142619	ENST00000375460	PADI3	1
ENSG00000102226	ENST00000218348	USP11	X
ENSG00000154099	ENST00000378553	DNAAF1	16
ENSG00000101916	ENST00000311912	TLR8	X
ENSG00000048545	ENST00000394237	GUCA1A	6
ENSG00000124785	ENST00000622188	NRN1	6
ENSG00000212900	ENST00000391587	KRTAP3-2	17
ENSG00000148335	ENST00000611055	NTMT1	9
ENSG00000186185	ENST00000593135	KIF18B	17
ENSG00000100815	ENST00000267622	TRIP11	14
ENSG00000212901	ENST00000391588	KRTAP3-1	17
ENSG00000072840	ENST00000264956	EVC	4
ENSG00000158865	ENST00000347898	SLC5A11	16
ENSG00000221852	ENST00000361883	KRTAP1-5	17
ENSG00000018280	ENST00000233202	SLC11A1	2
ENSG00000204887	ENST00000377747	KRTAP1-4	17
ENSG00000221880	ENST00000344363	KRTAP1-3	17
ENSG00000130762	ENST00000378378	ARHGEF16	1
ENSG00000130731	ENST00000397666	METTL26	16
ENSG00000146592	ENST00000357727	CREB5	7
ENSG00000181104	ENST00000319211	F2R	5
ENSG00000233232	ENST00000435324	NPIPB7	16
ENSG00000140955	ENST00000268624	ADAD2	16
ENSG00000126878	ENST00000372309	AIF1L	9
ENSG00000164220	ENST00000296641	F2RL2	5
ENSG00000165188	ENST00000478815	RNF183	9
ENSG00000188133	ENST00000342743	TMEM215	9
ENSG00000109016	ENST00000395511	DHRS7B	17
ENSG00000119707	ENST00000261973	RBM25	14
ENSG00000164465	ENST00000296955	DCBLD1	6
ENSG00000072415	ENST00000261681	MPP5	14
ENSG00000101457	ENST00000372622	DNTTIP1	20
ENSG00000149489	ENST00000278833	ROM1	11
ENSG00000149136	ENST00000278412	SSRP1	11
ENSG00000157542	ENST00000609713	KCNJ6	21
ENSG00000103168	ENST00000567759	TAF1C	16
ENSG00000144406	ENST00000439458	UNC80	2
ENSG00000158042	ENST00000288937	MRPL17	11
ENSG00000149499	ENST00000529309	EML3	11
ENSG00000165115	ENST00000297814	KIF27	9
ENSG00000179058	ENST00000372478	C9orf50	9
ENSG00000169239	ENST00000318636	CA5B	X
ENSG00000136279	ENST00000468694	DBNL	7
ENSG00000188581	ENST00000306271	KRTAP1-1	17
ENSG00000212725	ENST00000391419	KRTAP2-1	17
ENSG00000167550	ENST00000301068	RHEBL1	12
ENSG00000148331	ENST00000277458	ASB6	9
ENSG00000152127	ENST00000409645	MGAT5	2
ENSG00000214518	ENST00000398477	KRTAP2-2	17
ENSG00000197712	ENST00000358869	FAM114A1	4
ENSG00000144451	ENST00000331683	SPAG16	2
ENSG00000154263	ENST00000269081	ABCA10	17
ENSG00000147650	ENST00000276654	LRP12	8
ENSG00000148225	ENST00000374193	WDR31	9
ENSG00000100554	ENST00000216442	ATP6V1D	14
ENSG00000047932	ENST00000368498	GOPC	6
ENSG00000152217	ENST00000282030	SETBP1	18
ENSG00000112599	ENST00000230361	GUCA1B	6
ENSG00000154153	ENST00000306320	RETREG1	5
ENSG00000100156	ENST00000320521	SLC16A8	22
ENSG00000197136	ENST00000355703	PCNX3	11
ENSG00000261873	ENST00000636752	SMIM36	17
ENSG00000139549	ENST00000266991	DHH	12
ENSG00000213401	ENST00000393869	MAGEA12	X
ENSG00000212724	ENST00000391418	KRTAP2-3	17
ENSG00000165995	ENST00000324631	CACNB2	10
ENSG00000181562	ENST00000326842	EDDM3A	14
ENSG00000213417	ENST00000394015	KRTAP2-4	17
ENSG00000136824	ENST00000286398	SMC2	9
ENSG00000240871	ENST00000391417	KRTAP4-7	17
ENSG00000183186	ENST00000332235	C2CD4C	19
ENSG00000159339	ENST00000375448	PADI4	1
ENSG00000182264	ENST00000332955	IZUMO1	19
ENSG00000241241	ENST00000440582	KRTAP4-16	17
ENSG00000204880	ENST00000333822	KRTAP4-8	17
ENSG00000212722	ENST00000391415	KRTAP4-9	17
ENSG00000185291	ENST00000331035	IL3RA	X
ENSG00000102891	ENST00000219162	MT4	16
ENSG00000060762	ENST00000360961	MPC1	6
ENSG00000176842	ENST00000394636	IRX5	16
ENSG00000151322	ENST00000356141	NPAS3	14
ENSG00000212721	ENST00000391413	KRTAP4-11	17
ENSG00000087250	ENST00000200691	MT3	16
ENSG00000205863	ENST00000382140	C1QTNF9B	13
ENSG00000062725	ENST00000083182	APPBP2	17
ENSG00000139687	ENST00000267163	RB1	13
ENSG00000181552	ENST00000326783	EDDM3B	14
ENSG00000085760	ENST00000263629	MTIF2	2
ENSG00000027001	ENST00000382172	MIPEP	13
ENSG00000168237	ENST00000436784	GLYCTK	3
ENSG00000213416	ENST00000394014	KRTAP4-12	17
ENSG00000107175	ENST00000353704	CREB3	9
ENSG00000161653	ENST00000293404	NAGS	17
ENSG00000171848	ENST00000360566	RRM2	2
ENSG00000198090	ENST00000345847	KRTAP4-6	17
ENSG00000148704	ENST00000369206	VAX1	10
ENSG00000111667	ENST00000229268	USP5	12
ENSG00000187772	ENST00000345080	LIN28B	6
ENSG00000169398	ENST00000340930	PTK2	8
ENSG00000134001	ENST00000256383	EIF2S1	14
ENSG00000166292	ENST00000575734	TMEM100	17
ENSG00000023608	ENST00000216294	SNAPC1	14
ENSG00000128654	ENST00000249442	MTX2	2
ENSG00000113555	ENST00000231484	PCDH12	5
ENSG00000129946	ENST00000264554	SHC2	19
ENSG00000164091	ENST00000296490	WDR82	3
ENSG00000101266	ENST00000646561	CSNK2A1	20
ENSG00000169413	ENST00000304677	RNASE6	14
ENSG00000169946	ENST00000407775	ZFPM2	8
ENSG00000099330	ENST00000215061	OCEL1	19
ENSG00000174453	ENST00000312504	VWC2L	2
ENSG00000013561	ENST00000394520	RNF14	5
ENSG00000137076	ENST00000314888	TLN1	9
ENSG00000154265	ENST00000392676	ABCA5	17
ENSG00000135697	ENST00000258168	BCO1	16
ENSG00000128298	ENST00000381669	BAIAP2L2	22
ENSG00000115268	ENST00000593052	RPS15	19
ENSG00000155313	ENST00000400183	USP25	21
ENSG00000100644	ENST00000539097	HIF1A	14
ENSG00000172590	ENST00000355151	MRPL52	14
ENSG00000155858	ENST00000286307	LSM11	5
ENSG00000198121	ENST00000374431	LPAR1	9
ENSG00000172927	ENST00000308946	MYEOV	11
ENSG00000136161	ENST00000430805	RCBTB2	13
ENSG00000101412	ENST00000343380	E2F1	20
ENSG00000140497	ENST00000268099	SCAMP2	15
ENSG00000101146	ENST00000395841	RAE1	20
ENSG00000198271	ENST00000343246	KRTAP4-5	17
ENSG00000171396	ENST00000390661	KRTAP4-4	17
ENSG00000184156	ENST00000388996	KCNQ3	8
ENSG00000113013	ENST00000297185	HSPA9	5
ENSG00000198586	ENST00000431350	TLK1	2
ENSG00000211455	ENST00000389032	STK38L	12
ENSG00000105122	ENST00000343625	RASAL3	19
ENSG00000165118	ENST00000376344	C9orf64	9
ENSG00000132164	ENST00000254488	SLC6A11	3
ENSG00000204525	ENST00000376228	HLA-C	6
ENSG00000189326	ENST00000446864	SPANXN4	X
ENSG00000183784	ENST00000382387	C9orf66	9
ENSG00000070610	ENST00000378103	GBA2	9
ENSG00000108176	ENST00000225171	DNAJC12	10
ENSG00000026559	ENST00000371571	KCNG1	20
ENSG00000165730	ENST00000298596	STOX1	10
ENSG00000107104	ENST00000619269	KANK1	9
ENSG00000126883	ENST00000359428	NUP214	9
ENSG00000120992	ENST00000316963	LYPLA1	8
ENSG00000112280	ENST00000357250	COL9A1	6
ENSG00000268223	ENST00000601302	ARL14EPL	5
ENSG00000112977	ENST00000432074	DAP	5
ENSG00000172901	ENST00000357872	LVRN	5
ENSG00000130368	ENST00000252660	MAS1	6
ENSG00000172366	ENST00000307650	MCRIP2	16
ENSG00000153976	ENST00000284110	HS3ST3A1	17
ENSG00000198924	ENST00000361384	DCLRE1A	10
ENSG00000274070	ENST00000616305	CASTOR2	7
